"","X","CLOSURE_REASON","TYPE","LATITUDE","LONGITUDE","AGES_0_9_...","AGES_10_19_...","AGES_20_34_...","AGES_35_54_...","AGES_55_64_...","AGES_65_UP_...","SOURCE","NEIGHBORHOOD","ZIPCODE","CASE_OPEN_.Days.","WORK_TRANSPORT_AT_HOME_...","WORK_TRANSPORT_CAR_TRUCK_VAN_...","WORK_TRANSPORT_DROVE_ALONE_...","WORK_TRANSPORT_CARPOOLED_...","WORK_TRANSPORT_BUS_TROLLEY_...","WORK_TRANSPORT_SUBWAY_ELEVATED_...","WORK_TRANSPORT_RAILROAD_...","WORK_TRANSPORT_BICYCLE_...","WORK_TRANSPORT_WALKED_...","WORK_TRANSPORT_OTHER_...","WORK_TRANSPORT_TOTAL_...","HOME_OWNER_...","HOME_RENTER_...","HOME_TOTAL_...","RACE_WHITE_...","RACE_AFRICAN_AMERICAN_...","RACE_HISPANIC_...","RACE_ASIAN_...","RACE_OTHER_...","RACE_TOTAL_...","REGION_MEDIAN_INCOME_(USD)"
"4321",4321,"Case Closed Case Resolved Roadway hot patched","Request for Pothole Repair",42.3144,-71.0977,3683,3195,11606,9786,3873,3398,"City Worker App","Jamaica Plain","2119",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4322",4322,"Case Closed Case Resolved Roadway hot patched","Request for Pothole Repair",42.3135,-71.0975,3683,3195,11606,9786,3873,3398,"City Worker App","Jamaica Plain","2119",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4323",4323,"Case Closed Case Resolved Roadway hot patched","Request for Pothole Repair",42.3097,-71.1046,3683,3195,11606,9786,3873,3398,"City Worker App","Jamaica Plain","2130",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4324",4324,"Case Closed Case Resolved Roadway hot patched","Request for Pothole Repair",42.3088,-71.1069,3683,3195,11606,9786,3873,3398,"City Worker App","Jamaica Plain","2130",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4325",4325,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4326",4326,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4327",4327,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4328",4328,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4329",4329,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4330",4330,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4331",4331,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4332",4332,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4333",4333,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4334",4334,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4335",4335,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4336",4336,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4337",4337,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4338",4338,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4339",4339,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4340",4340,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4341",4341,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4342",4342,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4343",4343,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4344",4344,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4345",4345,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4346",4346,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4347",4347,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4348",4348,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4349",4349,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4350",4350,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.298,-71.1149,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4351",4351,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2977,-71.1146,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2130",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4352",4352,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2977,-71.1146,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2130",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4353",4353,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4354",4354,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4355",4355,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4356",4356,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4357",4357,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4358",4358,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4359",4359,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4360",4360,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4361",4361,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4362",4362,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4363",4363,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4364",4364,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4365",4365,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4366",4366,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4367",4367,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2971,-71.1171,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4368",4368,"Case Closed Case Resolved Roadway Hot Patched. Foreman Tony harris went and check on it and its ok.","Request for Pothole Repair",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Constituent Call","Jamaica Plain","none",1,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4369",4369,"Case Closed Case Resolved Roadway Hot Patched.","Request for Pothole Repair",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Constituent Call","Jamaica Plain","none",1,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4370",4370,"Case Closed Case Resolved case resolved. holes fixed.","Request for Pothole Repair",42.2885,-71.1128,3683,3195,11606,9786,3873,3398,"City Worker App","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4371",4371,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2867,-71.1186,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4372",4372,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2867,-71.1186,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4373",4373,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2867,-71.1186,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4374",4374,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2867,-71.1186,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4375",4375,"Case Closed Case Resolved pothole patched","Request for Pothole Repair",42.2925,-71.1137,3683,3195,11606,9786,3873,3398,"City Worker App","Jamaica Plain","2130",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4376",4376,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.287,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4377",4377,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4378",4378,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4379",4379,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4380",4380,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4381",4381,"Case Closed Case Resolved pothole repaired","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4382",4382,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4383",4383,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4384",4384,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4385",4385,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4386",4386,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4387",4387,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4388",4388,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4389",4389,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4390",4390,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4391",4391,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4392",4392,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4393",4393,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4394",4394,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4395",4395,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4396",4396,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2871,-71.1163,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","2131",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4397",4397,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2898,-71.1172,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4398",4398,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2898,-71.1172,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4399",4399,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4400",4400,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4401",4401,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4402",4402,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4403",4403,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4404",4404,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4405",4405,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
"4406",4406,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2983,-71.1158,3683,3195,11606,9786,3873,3398,"Employee Generated","Jamaica Plain","none",0,903,9248,7791,1457,2758,6819,258,1197,1177,350,22721,6675,8287,14962,19061,4462,9140,1692,1186,35541,74747
