CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,Source,Geocoded_Location,Location 1
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,INTERSECTION of Adams St & Robinson St  Dorchester  MA,7,3,3,C11,Dorchester,8,Ward 15,1509,,INTERSECTION Adams St & Robinson St,,Intersection,81,Employee Generated,"(42.3031, -71.0606)","(42.3031, -71.0606)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,205 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,205 Geneva Ave,2121,Address,240570,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,191 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,14,1404,R1,191 Geneva Ave,2121,Address,63272,Employee Generated,"(42.3049, -71.0758)","(42.3049, -71.0758)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,191 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,14,1404,R1,191 Geneva Ave,2121,Address,63272,Employee Generated,"(42.3049, -71.0758)","(42.3049, -71.0758)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,191 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,14,1404,R1,191 Geneva Ave,2121,Address,63272,Employee Generated,"(42.3049, -71.0758)","(42.3049, -71.0758)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,201 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,201 Geneva Ave,2121,Address,240564,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,201 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,201 Geneva Ave,2121,Address,240564,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,201 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,201 Geneva Ave,2121,Address,240564,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,201 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,201 Geneva Ave,2121,Address,240564,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,201 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,201 Geneva Ave,2121,Address,240564,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,201 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R3,201 Geneva Ave,2121,Address,240564,Employee Generated,"(42.3045, -71.0733)","(42.3045, -71.0733)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,211 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,A,211 Geneva Ave,2121,Address,63274,Employee Generated,"(42.3046, -71.0738)","(42.3046, -71.0738)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,211 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,A,211 Geneva Ave,2121,Address,63274,Employee Generated,"(42.3046, -71.0738)","(42.3046, -71.0738)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,211 Geneva Ave  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,A,211 Geneva Ave,2121,Address,63274,Employee Generated,"(42.3046, -71.0738)","(42.3046, -71.0738)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,124-130 Harvard St  Dorchester  MA  02124,8,3,4,B3,Greater Mattapan,8,Ward 14,1402,C,124-130 Harvard St,2124,Address,70779,Employee Generated,"(42.2964, -71.0797)","(42.2964, -71.0797)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,554 Columbia Rd  Dorchester  MA  02125,7,3,7,B2,Dorchester,13,Ward 13,1305,RC,554 Columbia Rd,2125,Address,156099,Employee Generated,"(42.3163, -71.0663)","(42.3163, -71.0663)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,554 Columbia Rd  Dorchester  MA  02125,7,3,7,B2,Dorchester,13,Ward 13,1305,RC,554 Columbia Rd,2125,Address,156099,Employee Generated,"(42.3163, -71.0663)","(42.3163, -71.0663)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,554 Columbia Rd  Dorchester  MA  02125,7,3,7,B2,Dorchester,13,Ward 13,1305,RC,554 Columbia Rd,2125,Address,156099,Employee Generated,"(42.3163, -71.0663)","(42.3163, -71.0663)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 03: North Dorchester,PWDx,INTERSECTION of American Legion Hwy & Blue Hill Ave  Dorchester  MA,8,3,4,B3,Greater Mattapan,9,Ward 14,1409,,INTERSECTION American Legion Hwy & Blue Hill Ave,,Intersection,401,Employee Generated,"(42.2981, -71.0871)","(42.2981, -71.0871)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved patchef,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,25-29 Poplar St  Roslindale  MA  02131,12,6,5,E5,Roslindale,10,Ward 20,2002,C,25-29 Poplar St,2131,Address,111819,City Worker App,"(42.2863, -71.129)","(42.2863, -71.129)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved case closed.holes fixed,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,166 Brown Ave  Roslindale  MA  02131,12,2,5,E5,Roslindale,10,Ward 19,1910,R1,166 Brown Ave,2131,Address,22739,City Worker App,"(42.2851, -71.1207)","(42.2851, -71.1207)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,30 Corinth St  Roslindale  MA  02131,12,6,5,E5,Roslindale,10,Ward 20,2002,C,30 Corinth St,2131,Address,163903,City Worker App,"(42.2863, -71.1295)","(42.2863, -71.1295)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Arthur St & Guest St  Brighton  MA,11,4,9,D14,Allston / Brighton,15,Ward 22,2205,,INTERSECTION Arthur St & Guest St,,Intersection,615,City Worker App,"(42.3564, -71.1416)","(42.3564, -71.1416)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Arthur St & Guest St  Brighton  MA,11,4,9,D14,Allston / Brighton,15,Ward 22,2205,,INTERSECTION Arthur St & Guest St,,Intersection,615,City Worker App,"(42.3564, -71.1416)","(42.3564, -71.1416)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Arthur St & Guest St  Brighton  MA,11,4,9,D14,Allston / Brighton,15,Ward 22,2205,,INTERSECTION Arthur St & Guest St,,Intersection,615,City Worker App,"(42.3564, -71.1416)","(42.3564, -71.1416)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,78-80 Hichborn St  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2205,CL,78-80 Hichborn St,2135,Address,73258,City Worker App,"(42.3557, -71.1419)","(42.3557, -71.1419)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved holes fixed.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,INTERSECTION of Brown Ave & Prospect Ave  Roslindale  MA,12,2,5,E5,Roslindale,10,Ward 19,1910,,INTERSECTION Brown Ave & Prospect Ave,,Intersection,2134,City Worker App,"(42.284, -71.1211)","(42.284, -71.1211)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved case closed.hole fixed,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,INTERSECTION of Brown Ave & Prospect Ave  Roslindale  MA,12,2,5,E5,Roslindale,10,Ward 19,1910,,INTERSECTION Brown Ave & Prospect Ave,,Intersection,2134,City Worker App,"(42.284, -71.1211)","(42.284, -71.1211)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Independence Dr & VFW Pkwy  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2020,,INTERSECTION Independence Dr & VFW Pkwy,,Intersection,6491,City Worker App,"(42.2955, -71.1576)","(42.2955, -71.1576)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved has been made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,72-74 Waumbeck St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,R2,72-74 Waumbeck St,2121,Address,146405,Constituent Call,"(42.3147, -71.0893)","(42.3147, -71.0893)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION N Beacon St & Cambridge St,,Intersection,1141,City Worker App,"(42.3536, -71.1375)","(42.3536, -71.1375)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION N Beacon St & Cambridge St,,Intersection,1141,City Worker App,"(42.3536, -71.1375)","(42.3536, -71.1375)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brighton Ave & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Brighton Ave & Cambridge St,,Intersection,1940,City Worker App,"(42.3535, -71.1376)","(42.3535, -71.1376)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION N Beacon St & Cambridge St,,Intersection,1141,City Worker App,"(42.3536, -71.1375)","(42.3536, -71.1375)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION N Beacon St & Cambridge St,,Intersection,1141,City Worker App,"(42.3536, -71.1375)","(42.3536, -71.1375)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION N Beacon St & Cambridge St,,Intersection,1141,City Worker App,"(42.3536, -71.1375)","(42.3536, -71.1375)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,485-485 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 22,2202,C,485-485 Cambridge St,2134,Address,158238,City Worker App,"(42.3538, -71.1372)","(42.3538, -71.1372)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION N Beacon St & Cambridge St,,Intersection,1141,City Worker App,"(42.3536, -71.1375)","(42.3536, -71.1375)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,304-304A Neponset Ave  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1610,R2,304-304A Neponset Ave,2122,Address,100854,City Worker App,"(42.2889, -71.0472)","(42.2889, -71.0472)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,145 Neponset Ave  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1605,CM,145 Neponset Ave,2122,Address,100766,City Worker App,"(42.2936, -71.0516)","(42.2936, -71.0516)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Baker St & Chesbrough Rd  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2017,,INTERSECTION Baker St & Chesbrough Rd,,Intersection,897,City Worker App,"(42.284, -71.1696)","(42.284, -71.1696)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Baker St & Cutter Rd  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2017,,INTERSECTION Baker St & Cutter Rd,,Intersection,902,City Worker App,"(42.2806, -71.1681)","(42.2806, -71.1681)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,485-485 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 22,2202,C,485-485 Cambridge St,2134,Address,158238,City Worker App,"(42.3538, -71.1372)","(42.3538, -71.1372)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,477 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 22,2202,C,477 Cambridge St,2134,Address,156315,City Worker App,"(42.3539, -71.137)","(42.3539, -71.137)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Hano St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,,INTERSECTION Cambridge St & Hano St,,Intersection,2343,City Worker App,"(42.354, -71.1363)","(42.354, -71.1363)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Washington St & Meshaka St  West Roxbury  MA,12,6,6,E5,West Roxbury,12,Ward 20,2015,,INTERSECTION Washington St & Meshaka St,,Intersection,5975,City Worker App,"(42.2583, -71.1608)","(42.2583, -71.1608)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,5287-5291 Washington St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,20,2015,,5287-5291 Washington St,2132,Address,347111,City Worker App,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved holes fixed,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,INTERSECTION of Basile St & South St  Roslindale  MA,12,2,5,E5,Roslindale,10,Ward 19,1913,,INTERSECTION Basile St & South St,,Intersection,1003,City Worker App,"(42.2871, -71.1274)","(42.2871, -71.1274)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,5215 Washington St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2015,R1,5215 Washington St,2132,Address,145664,City Worker App,"(42.261, -71.1579)","(42.261, -71.1579)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Eleanor St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Cambridge St & Eleanor St,,Intersection,2338,City Worker App,"(42.3516, -71.143)","(42.3516, -71.143)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Eleanor St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,,INTERSECTION Cambridge St & Eleanor St,,Intersection,2338,City Worker App,"(42.3516, -71.143)","(42.3516, -71.143)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Rodney St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2109,,INTERSECTION Cambridge St & Rodney St,,Intersection,2337,City Worker App,"(42.351, -71.145)","(42.351, -71.145)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Rodney St  Allston  MA,11,4,9,D14,Allston / Brighton,15,Ward 21,2109,,INTERSECTION Cambridge St & Rodney St,,Intersection,2337,City Worker App,"(42.351, -71.145)","(42.351, -71.145)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,673 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,R1,673 Cambridge St,2134,Address,25187,City Worker App,"(42.3511, -71.1454)","(42.3511, -71.1454)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,677 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2106,E,677 Cambridge St,2134,Address,25188,City Worker App,"(42.351, -71.1456)","(42.351, -71.1456)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,363-365 Washington St  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2203,RC,363-365 Washington St,2135,Address,143526,City Worker App,"(42.3493, -71.1532)","(42.3493, -71.1532)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,363-365 Washington St  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2203,RC,363-365 Washington St,2135,Address,143526,City Worker App,"(42.3493, -71.1532)","(42.3493, -71.1532)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Chestnut Hill Ave & Market St  Brighton  MA,11,4,9,D14,Allston / Brighton,15,Ward 22,2203,,INTERSECTION Chestnut Hill Ave & Market St,,Intersection,2953,City Worker App,"(42.3491, -71.1534)","(42.3491, -71.1534)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Mystic Ave & Sherman St  Charlestown  MA,3,1A,1,A15,Charlestown,2,Ward 2,207,,INTERSECTION Mystic Ave & Sherman St,,Intersection,7477,City Worker App,"(42.3862, -71.0767)","(42.3862, -71.0767)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved filled pothole,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,INTERSECTION of Congress St & Adams Sq  Boston  MA,3,1B,1,A1,Downtown / Financial District,3,Ward 3,306,,INTERSECTION Congress St & Adams Sq,,Intersection,3430,City Worker App,"(42.3598, -71.057)","(42.3598, -71.057)"
1.01001E+11,2/11/14 0:00,2/11/14 0:00,Closed,Case Closed Case Resolved filled pothole,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,INTERSECTION of Congress St & North St  Boston  MA,3,1B,1,A1,Downtown / Financial District,3,Ward 3,306,,INTERSECTION Congress St & North St,,Intersection,3429,City Worker App,"(42.3602, -71.0571)","(42.3602, -71.0571)"
